135,735,4.15,0,4.28,61,24,1220,360,1090,106,32.1,39.3,54.8,924,5.31,0,75,0,0,0,0
266,795,2.68,0,0.42,26.1,13.7,1640,321,863,82.4,43.1,37,32.7,1040,0,0,19.9,0,0,0,0
217,810,1.25,0,0.01,5.84,4.67,1900,382,725,54,65,71.2,23.8,1060,99,0,2.22,0,0,0,0
251,818,7.23,0,0,0.23,26.6,1690,392,719,29.3,86.1,98.7,9.67,918,316,0,0.045,0,0,0,0
223,840,21.7,58.3,0,1.72,37.2,1540,470,636,23.1,174,84.2,1.55,633,285,0,0,0,0,0,0
151,818,18.5,86.2,0,0.2,24.6,1420,555,782,23.4,192,79.4,0,477,379,0,0,0,0,0,0
198,660,8.17,73.3,32.1,0,15.5,1260,557,782,21.9,184,60.4,19.4,537,704,0,0,0,0,0,0
248,513,14.6,80.6,83.1,0,3.72,1300,369,849,20,192,51.5,30.6,320,812,0,0,0,0,0,0
250,458,29.5,101,85.1,0,0.16,1320,515,948,19.5,309,41.3,46.8,638,954,0,0,0,0,0,0
243,450,40,120,214,0.26,0,1270,458,1150,20.7,337,38.9,68,720,1080,0,0,0,0,0,0
244,367,62.3,118,205,2.28,0,1270,426,1150,26.5,359,38.7,33.2,825,1270,0,0,0,0,0,0
201,160,56.8,107,215,1.4,0,1220,228,1110,43,494,44.1,16,720,1610,0,0,0,0,0,0
197,223,45.7,82,244,0.29,0,1320,354,1020,43.8,800,58.3,46.5,804,1810,0,0,0,0,0,0
124,242,38.5,74,254,0,0,1500,557,978,44.2,839,97.3,48.9,873,1990,0,0,0,0,0,0
114,174,32,69.3,288,0,0,1690,581,905,45,831,91,66.6,816,1990,0,0,0,0,0,0
102,133,22.7,59.7,385,0,0,1560,701,718,44.8,839,82.4,506,833,2010,0,0,0,0,0,0
92,95.9,20.8,34.5,385,0,0,1320,754,641,44.3,884,65.5,832,676,2390,0,0,0,0,0,0
87.8,70.2,16.7,24.4,475,0,253,1120,598,663,44.6,1050,46.1,892,545,2700,0,0,0,0,0,0
64.3,50,14.8,28.3,558,0,711,699,544,824,43.3,1040,22.5,933,251,2520,0,0,0,0,0,0
41,33.5,12.5,27.2,642,0,828,238,443,1010,39.4,1070,19.2,621,612,2440,0,0,0,0,0,0
24,23.1,13,24,770,0,1190,169,385,1250,33.9,878,18.9,568,718,1690,0,15.4,0,0,0,0
13.5,22.1,7.43,16.8,893,0,1230,144,525,1330,25,582,17.6,815,895,1230,0,15.8,0,0,0,0
9.6,23,0.39,20.4,994,0,866,99.8,575,1230,20.7,351,11.8,912,938,951,0,8.95,0,0,0,0
18.5,17.5,0.028,16.5,967,0,898,43,671,1160,27.2,625,9.3,493,724,654,0,0.31,0,0,0,0
20.5,14.3,0.25,11.3,855,0,1080,10,759,801,26.3,691,7.33,554,510,744,0,0,0,0,0,0
40.6,13.5,0.44,4.65,770,0,1140,3.4,889,753,45.1,656,6.2,298,724,678,0,0,0,0,0,0
73.5,10.7,0.77,2.95,670,0,1100,0.39,837,626,134,764,4.48,187,623,585,0,0,0,0,0,0
65.9,8,0.033,0.48,620,0,992,0,717,403,183,819,0.41,118,927,552,0,0,0,0,0,0
51.2,12,16.6,0,570,0,963,0,825,466,254,581,0,26.6,1160,409,0,0,0,0,0,0
56.3,27.3,20.3,0,399,309,949,0,1080,378,287,356,0,3.3,1180,244,0,0,0,0,0,0
66.3,142,17.3,0,306,139,982,709,1630,362,258,445,0,0,1230,248,0,401,0,0,0,0
75,301,6.78,0,299,133,960,956,1730,394,160,468,6.41,0,1370,150,0,620,202,0,0,0
98.5,458,6.5,0,245,103,1010,1170,1780,209,182,532,7.31,0,1300,146,0,363,435,0,0,0
309,638,22.2,0,245,89,1160,1160,1700,209,463,717,5.64,0,1190,141,0,303,680,0,0,0
506,745,79.5,0,265,86,1130,1230,1550,132,2100,1700,5.34,0,1070,108,0,365,904,0,0.26,0
