"mmdd","dd","Qw","Qw_max","Qw_min","Qw_std","Qs","Qs_max","Qs_min","Qs_std","Qs_m","Qs_m_max","Qs_m_min","Qs_m_std","Qw_m.avg","Qs_m_m.avg"
"149",529,148,684.2975609756,4070,0,923.1303606446,10.4946278049,137.973,0,26.3580622866,3.96023690750943,52.0652830188679,0,9.94643859871698,675.660696864114,3.51886321740701
"150",530,149,693.6365853659,4870,0,988.8980004925,10.9461119512,168.502,0,28.7264324614,4.1306082834717,63.5856603773585,0,10.8401631929811,690.742160278743,3.81210058510512
"151",531,150,708.1226829268,4960,0,1006.4368271755,10.271852439,135.408,0,23.6558452651,3.87617073169811,51.097358490566,0,8.92673406230189,702.334599303129,3.93934281769811
"152",601,151,717.6243902439,4550,0,994.4438830876,10.7750865854,113.75,0,22.7723204962,4.06607040958491,42.9245283018868,0,8.59332848913207,705.291986062714,3.90870923410782
"153",602,152,725.813902439,4230,0,978.7663147705,11.7520858537,126.84,0,25.61378925,4.43474937875472,47.8641509433962,0,9.6655808490566,705.603484320557,3.76180688580593
"154",603,153,715.8202439024,4150,0,958.7911873799,9.814784878,78.9,0,19.7136880226,3.70369240679245,29.7735849056604,0,7.43912755569811,703.406515679429,3.57049262901887
"155",604,154,691.7285365854,4090,0,921.8658196765,8.4520067805,88.818,0,18.0075348486,3.1894365209434,33.5162264150943,0,6.79529616928302,694.943414634143,3.37872693051213
"156",605,155,686.4780487805,4030,0,892.8254858908,7.7695892439,64.959,0,15.3489860799,2.93192046939623,24.5128301886792,0,5.79207021883019,685.500418118457,3.12503326145553
"157",606,156,678.257804878,3840,0,858.3928136917,7.3972324878,66.8,0,14.8198286674,2.79140848596226,25.2075471698113,0,5.59238817637736,672.9913240418,2.79517693379515
"158",607,157,648.8809756098,3560,0,805.2399989686,6.7145987317,68.1,0,13.7415405591,2.53381084215094,25.6981132075472,0,5.18548700343396,661.308919860614,2.55781368352021
"159",608,158,651.5234146341,3220,0,734.5675823762,6.0690690244,45.5,0,10.5664982339,2.29021472618868,17.1698113207547,0,3.98735782411321,647.711114982557,2.37989567944474
"160",609,159,638.2502439024,3100,0,695.4280793169,5.6332509756,44,0,9.768553104,2.12575508513208,16.6037735849057,0,3.68624645433962,636.515609756071,2.27749944119677
"161",610,160,634.0434146341,2980,0,678.894158745,5.4116965854,40.4,0,8.8090056714,2.04214965486792,15.2452830188679,0,3.32415308354717,631.461010452943,2.2291871777035
"162",611,161,596.543902439,3000,0,640.9584152068,5.1516278049,32.7,0,7.7975726835,1.94401049241509,12.3396226415094,0,2.94248025792453,633.630627177671,2.2576576293531
"163",612,162,608.1095121951,3030,0,636.8434311585,5.8701390244,40,0,8.737330044,2.21514680166038,15.0943396226415,0,3.29710567698113,634.190696864086,2.31934129249057
"164",613,163,642.8756097561,2980,0,664.1816460053,6.50104,36.4,0,9.4002291594,2.45322264150943,13.7358490566038,0,3.54725628656604,633.555993031343,2.39679893498652
"165",614,164,664.0682926829,2860,0,671.3148640687,7.2427256098,34.9,0,10.2632316152,2.73310400369811,13.1698113207547,0,3.87291759064151,632.410313588843,2.53183784235579
"166",615,165,655.443902439,2590,0,642.0340209244,7.2133009756,31.1,0,9.9082990364,2.72200036815094,11.7358490566038,0,3.73898076845283,629.315888501743,2.59184929459299
"167",616,166,633.8073170732,2590,0,654.4241752832,7.0700902439,53.816,0,11.0279259754,2.66795858260377,20.3079245283019,0,4.16148150015094,623.887003484329,2.57321175596765
"168",617,167,626.0236585366,2960,0,688.4837955601,7.9166683171,110.408,0,18.2274174025,2.98742200645283,41.6633962264151,0,6.87827071792453,612.847979094086,2.53894597462534
"169",618,168,574.8829268293,2550,0,603.4647901504,6.2648402439,58.422,0,11.2200316304,2.36409065807547,22.0460377358491,0,4.23397420015094,598.780487804886,2.48304339096496
"170",619,169,570.1073170732,2300,0,568.8963554068,5.5244126829,34.946,0,8.1729540857,2.08468403128302,13.1871698113208,0,3.08413361724528,585.525052264814,2.41847256721833
"171",620,170,565.6024390244,2050,0,558.8844122392,5.8654097561,25.857,0,7.4802239208,2.21336217211321,9.75735849056604,0,2.82272600784906,572.811909407671,2.33303362171968
"172",621,171,565.5958536585,1750,0,549.3237753865,6.2057326829,32,0,7.975658643,2.34178591807547,12.0754716981132,0,3.00968250679245,561.887205574914,2.19046179738005
"173",622,172,562.6558536585,1850,0,556.9480645939,6.0155121951,28.3,0,7.9770693683,2.27000460192453,10.6792452830189,0,3.01021485596226,560.979156794428,2.1592267043558
"174",623,173,544.8153170732,2130,0,554.8460953806,5.4851978049,31.52,0,8.2333348385,2.06988596411321,11.8943396226415,0,3.10691880698113,562.7383902439,2.20276352639353
"175",624,174,549.5507317073,2270,0,562.1348845223,5.2719609756,35.53,0,8.3662073906,1.98941923607547,13.4075471698113,0,3.15705939267925,568.787181184671,2.2592425087062
"176",625,175,568.5265853659,2280,0,568.0244228271,5.6854292683,44.88,0,9.6481543372,2.14544500690566,16.9358490566038,0,3.64081295743396,582.506240418129,2.49144829399461
"177",626,176,582.4219512195,2310,0,580.7142355807,6.3320207317,43.78,0,10.6211604963,2.38944178554717,16.5207547169811,0,4.0079850929434,599.241466898971,2.91500784563342
"178",627,177,607.9439756098,2680,0,613.5651142972,6.913094878,75.308,0,13.3107453199,2.60871504830189,28.4181132075472,0,5.02292276222642,626.292240418129,3.35757265399461
"179",628,178,661.6292682927,4420,0,802.7250196188,10.51315,207.298,0,32.5329573843,3.96722641509434,78.2256603773585,0,12.2765876921887,658.139662020914,3.79837928603774
"180",629,179,679.8024390244,5180,0,889.1794955148,13.872541878,320.124,0,49.8164234713,5.23492146339623,120.801509433962,0,18.7986503665283,683.321961672471,4.13394209584367
"181",630,180,734.1707317073,5850,0,978.3068476311,13.694775,272.025,0,42.7932876847,5.16783962264151,102.650943396226,0,16.1484104470566,709.147188153314,4.44039397409164
"182",701,181,772.4826829268,5980,0,1023.4379683719,13.448924,226.642,0,36.6163701207,5.07506566037736,85.5252830188679,0,13.8174981587547,745.0100348432,4.87938237459299
"183",702,182,744.8026829268,5280,0,931.9604768954,11.9101193902,173.184,0,28.4627954646,4.49438467554717,65.3524528301887,0,10.7406775338113,779.812020905914,5.19950781145013
"184",703,183,763.1985365854,4540,0,840.0777878196,12.0167030732,144.826,0,24.8553027484,4.53460493328302,54.651320754717,0,9.37935952769811,818.485017421586,5.36888174216172
"185",704,184,858.983902439,4340,0,881.110677568,15.0563297073,132.804,0,27.4182349676,5.68163385181132,50.1147169811321,0,10.3465037613585,862.422439024371,5.80805250673854
"186",705,185,905.2431707317,4560,0,888.573733329,16.4514768537,147.288,0,28.8859445442,6.20810447309434,55.5803773584906,0,10.9003564317736,918.432369337971,6.75686812175202
"187",706,186,950.5134146341,4430,0,845.8150299433,17.0144282927,124.926,0,25.0581559995,6.42053897837736,47.1418867924528,0,9.45590792433962,989.146271777,8.00418599040431
"188",707,187,1041.7326829268,3970,0,856.7523141463,21.8413926829,112.351,0,26.4705366639,8.24203497467925,42.3966037735849,0,9.98888175996226,1090.24717770034,9.89445010715903
"189",708,188,1164.552195122,4270,0,1048.3285535545,31.0494536585,248.13,0,49.2565005498,11.7167749654717,93.6339622641509,0,18.5873586980377,1194.6362369338,12.0163652107008
"190",709,189,1239.8,4780,0,1068.772014744,35.0478658537,211.754,0,50.7069409217,13.2256097561132,79.9071698113208,0,19.134694687434,1297.40986062719,14.4416104266631
"191",710,190,1470.9048780488,5220,0,1267.8761477272,47.081102439,254.978,0,64.0869817061,17.766453750566,96.2181132075472,0,24.1837666815472,1392.89400696866,17.1475567023827
"192",711,191,1589.7073170732,4850,0,1357.0022889425,54.417854878,350,0,73.6856904347,20.5350395766038,132.075471698113,0,27.8059209187547,1473.73707317076,19.2257473538868
"193",712,192,1624.6585365854,4710,0,1280.116471454,61.4397756098,551,0,96.9875643985,23.1848209848302,207.924528301887,0,36.5990809050943,1541.55714285716,20.4240675169272
"194",713,193,1618.9024390244,5010,0,1177.1136054961,67.2097317073,897,0,143.4804764785,25.3621629084151,338.490566037736,0,54.1435760296226,1604.31045296169,21.1812084018113
"195",714,194,1607.6341463415,4370,0,1058.1437462863,60.3918292683,791,0,125.5149345807,22.7893695352075,298.490566037736,0,47.3641262568679,1637.09407665506,21.2663228584582
"196",715,195,1639.2926829268,3960,0,954.2463320313,53.2782926829,558,0,89.4251350455,20.1050161067547,210.566037735849,0,33.745333979434,1671.48083623693,21.6423546249434
"197",716,196,1679.0731707317,3420,0,894.452692719,49.0928292683,296,0,53.3618110487,18.5255959503019,111.698113207547,0,20.1365324712075,1709.75261324041,22.0148540003935
"198",717,197,1700.3902439024,3460,0,928.1377289511,48.6599756098,159,0,40.680192023,18.3622549470943,60,0,15.3510158577358,1763.66202090591,22.4970221681671
"199",718,198,1830.4146341463,4160,0,1189.1057559278,61.3932441463,343,0,67.1510142251,23.167261942,129.433962264151,0,25.3400053679623,1825.4006968641,23.4921876405229
"200",719,199,1892.5609756098,5120,0,1297.4478997012,68.3496390244,374.784,0,79.3553421916,25.7923166129811,141.427924528302,0,29.9454121477736,1883.25435540069,24.4234150417466
"201",720,200,1996.2682926829,6250,0,1508.5884631733,76.1539512195,508.75,0,104.8019649391,28.7373400828302,191.981132075472,0,39.5479112977736,1943.25087108013,25.6590255867439
"202",721,201,2039.8048780488,7070,0,1657.6303752573,78.8521487805,567.721,0,114.830614496,29.7555278416981,214.234339622641,0,43.3323073569811,2002.11149825783,26.8960604956873
"203",722,202,2044.2682926829,7570,0,1734.7447942621,70.5525609756,449.658,0,96.6226149641,26.6236079153208,169.682264150943,0,36.4613641373962,2063.99303135889,27.770532114911
"204",723,203,2099.0487804878,8400,236,1788.9971625358,72.013404878,369.6,1.46,84.4751362463,27.174869765283,139.471698113208,0.550943396226415,31.8774099042641,2136.02090592334,29.0998885017358
"205",724,204,2112.4146341463,9070,266,1869.1960033074,71.6069731707,301.124,2.33,80.4802248991,27.0214993096981,113.631698113208,0.879245283018868,30.3698961883396,2198.14634146341,30.2701973571698
"206",725,205,2263.5853658537,10300,270,2027.4710969039,77.6146926829,320.32,2.05,82.4345258413,29.288563276566,120.875471698113,0.773584905660377,31.107368242,2243.21951219511,30.9977081059677
"207",726,206,2396.756097561,9940,251,1986.6540310342,93.0092,367,0.748,91.7678905617,35.0978113207547,138.490566037736,0.282264150943396,34.6293926647925,2284.33797909407,32.024943659186
"208",727,207,2431.1463414634,8470,193,1828.0860696501,97.8631804878,430,0.674,102.0619610635,36.9295020708679,162.264150943396,0.254339622641509,38.5139475711321,2312.70034843206,32.8476737887008
"209",728,208,2355.3170731707,8430,221,1727.8609382561,92.3474731707,449,1.02,94.5714305355,34.848103083283,169.433962264151,0.384905660377359,35.6873322775472,2347.17770034844,33.8597204654501
"210",729,209,2332.0975609756,8240,173,1676.5252727722,89.6077804878,329,1.05,85.7183792035,33.8142567878491,124.150943396226,0.39622641509434,32.34655819,2364.39895470384,34.6085214647278
"211",730,210,2297.5853658537,8080,135,1674.0763121138,87.2750487805,465,0.787,91.1787750184,32.9339806718868,175.471698113208,0.296981132075472,34.4070849126038,2368.7118466899,34.8021284596658
"212",731,211,2353.756097561,8340,109,1675.0321904442,90.3804390244,449,0.527,91.3589059772,34.1058260469434,169.433962264151,0.198867924528302,34.4750588593208,2391.77142857144,35.8013955689973
"213",801,212,2384.1341463415,8510,53.5,1508.1893739862,91.5049512195,282,0.222,75.4399189236,34.5301702715094,106.415094339623,0.0837735849056604,28.467893933434,2433.09651567946,37.7226783249003
"214",802,213,2426.9463414634,8000,24.8,1423.699957171,96.6006097561,375,0.068,84.4384171378,36.4530602853208,141.509433962264,0.0256603773584906,31.8635536369057,2474.4930313589,39.638082440345
"215",803,214,2592.5634146342,7740,16.1,1535.8886092025,116.3995853659,751,0.013,130.0542847718,43.9243718361887,283.396226415094,0.00490566037735849,49.0770885931321,2525.08954703834,41.7160326079838
"216",804,215,2644.5926829268,7150,12.3,1633.6899988049,127.9872682927,940,0.005,161.9808903513,48.2970823746038,354.716981132075,0.00188679245283019,61.1248642835094,2574.33101045297,43.296246926566
"217",805,216,2621.8731707317,6670,14.8,1658.1015287105,125.1385268293,695,0.002,132.6159149677,47.2220855959623,262.264150943396,0.000754716981132075,50.0437414972453,2618.76655052266,44.3997838406415
"218",806,217,2651.7609756098,6310,19.2,1727.0391461803,125.8210243902,620,0.003,126.5642787151,47.4796318453585,233.962264150943,0.00113207547169811,47.7601051755094,2665.52961672476,44.9529637762156
"219",807,218,2698.4463414634,6420,22.3,1799.7544716013,119.6934146341,568.32,0.007,122.4542605016,45.1673262770189,214.460377358491,0.00264150943396226,46.2091549062642,2685.53623693381,44.9165624876712
"220",808,219,2695.1829268293,6690,46.5,1861.1053360708,111.9755609756,538.2,0.025,113.3047754481,42.2549286700377,203.094339622642,0.00943396226415094,42.7565190370189,2688.43066202093,44.5746296758868
"221",809,220,2754.2878048781,6770,85.8,1788.1847908137,106.862097561,304.475,0.043,85.3017552571,40.3253198343396,114.896226415094,0.0162264150943396,32.1893416064528,2682.6891986063,44.1792952468518
"222",810,221,2732.6097560976,6720,319,1793.6006227426,115.7243414634,400.57,0.879,104.8884620834,43.6695628163774,151.158490566038,0.331698113207547,39.5805517295849,2657.51080139376,43.194476365779
"223",811,222,2664.8536585366,6240,257,1754.4922992276,121.6444146341,601.37,3.37,135.6780422915,45.9035526921132,226.932075471698,1.27169811320755,51.1992612420755,2626.27282229969,42.5939267635202
"224",812,223,2581.6829268293,6480,236,1625.7579223092,117.8050731707,682,2.8,125.5924235902,44.454744592717,257.358490566038,1.05660377358491,47.3933673925283,2601.23867595821,42.9100019722534
"225",813,224,2475.512195122,6540,178,1555.1025548489,107.5526341463,428,2.04,94.8867481055,40.5858996778491,161.509433962264,0.769811320754717,35.8063200398113,2567.57351916379,43.3217108671321
"226",814,225,2479.7804878049,6760,105,1634.660645397,108.5532195122,398,1.01,99.4183516609,40.9634790612075,150.188679245283,0.381132075471698,37.5163591173208,2546.64076655054,43.4148868581941
"227",815,226,2519.943902439,6920,75.7,1753.8095275783,117.8387560976,521,0.441,119.502309822,44.4674551311698,196.603773584906,0.166415094339623,45.0952112535849,2547.75505226483,43.1412061008517
"228",816,227,2518.6317073171,6990,79.9,1805.4858989257,114.499297561,515,0.178,126.26428399,43.2072820984906,194.339622641509,0.0671698113207547,47.6468996188679,2568.58257839723,42.7761452896011
"229",817,228,2586.0804878049,7090,46.3,1863.0263741047,117.4527560976,564,0.03,138.4234717121,44.3217947538113,212.830188679245,0.0113207547169811,52.2352723441887,2607.75923344949,42.9169604891321
"230",818,229,2672.6536585366,7480,28.8,1886.0546301867,116.5676365854,489,0.008,126.0312185467,43.987787390717,184.528301886792,0.0030188679245283,47.5589503949811,2635.8724738676,42.8875265268679
"231",819,230,2727.4756097561,7580,31.8,1861.622911975,111.033195122,413,0.013,108.8122540395,41.8993189139623,155.849056603774,0.00490566037735849,41.061227939434,2645.65888501743,42.5122481099299
"232",820,231,2749.7487804878,6720,20.7,1828.9786555783,110.1647560976,367,0.003,98.16377092,41.571606074566,138.490566037736,0.00113207547169811,37.0429324226415,2659.06480836237,42.8488568798976
"233",821,232,2676.5731707317,6560,12.5,1683.0239880977,108.0072195122,350,0.001,91.1948673176,40.7574413253585,132.075471698113,0.000377358490566038,34.4131574783396,2671.24146341463,43.6017922556119
"234",822,233,2588.4487804878,6340,7,1589.5919940541,110.8773414634,423,0.002,102.2787645647,41.8405062126038,159.622641509434,0.000754716981132075,38.5957602130943,2672.67073170731,44.6204549339353
"235",823,234,2612.4731707317,6550,10.5,1627.0840995512,120.7433902439,433,0.007,115.5240250528,45.5635434882642,163.396226415094,0.00264150943396226,43.5939717180377,2650.43554006969,45.1504569061887
"236",824,235,2671.3170731707,7050,127,1714.0934694325,131.4197073171,580.56,0.622,142.2483372098,49.5923423838113,219.079245283019,0.234716981132075,53.6786178150189,2606.26585365854,45.0277354546038
"237",825,236,2682.6585365854,7520,269,1729.6412432894,135.4638292683,1077.3,0.523,185.490898205,51.1184261389811,406.528301886792,0.197358490566038,69.9965653603774,2563.40000000001,44.5057921241186
"238",826,237,2571.8292682927,7880,330,1655.3207680453,120.8647317073,877.8,1,153.0443319766,45.6093327197358,331.245283018868,0.377358490566038,57.7525781043774,2525.64599303137,43.563144040496
"239",827,238,2440.5609756098,8300,338,1608.1688040871,107.8882731707,593.4,1.5,121.7754229009,40.7125559134717,223.924528301887,0.566037735849057,45.9529897739245,2486.91986062719,42.0878736440701
"240",828,239,2376.512195122,8580,295,1629.7776707568,98.3251707317,517.14,2.25,111.195624726,37.1038380119623,195.147169811321,0.849056603773585,41.9606131041509,2441.98257839723,40.5651782262803
"241",829,240,2324.1707317073,8690,245,1634.0237743442,93.3912195122,544.95,1.6,111.4772425313,35.2419696272453,205.641509433962,0.60377358490566,42.0668839740755,2400.33797909409,38.5666771415364
"242",830,241,2341.3902439024,8400,298,1584.3462986047,93.3771243902,439.92,1.49,108.6680846562,35.236650713283,166.007547169811,0.562264150943396,41.006824398566,2384.28222996516,37.7641976595849
"243",831,242,2356.756097561,7580,310,1565.2005427498,103.1737073171,782.67,1.56,145.4360129566,38.933474459283,295.347169811321,0.588679245283019,54.8815143232453,2388.36236933797,37.8029173361348
"244",901,243,2391.1463414634,6810,290,1491.2067690461,98.3916341463,416.772,0.954,111.202773897,37.1289185457736,157.272452830189,0.36,41.9633109045283,2405.97909407664,38.5332718821887
"245",902,244,2459.4390243902,6740,298,1513.6708203698,105.9787373171,499.2,0.912,114.2379004399,39.9919763460755,188.377358490566,0.344150943396226,43.108641675434,2442.17421602787,39.9775888107278
"246",903,245,2469.1219512195,7250,247,1545.5666306427,108.6065231707,469,0.882,120.1583859976,40.9835936493208,176.981132075472,0.332830188679245,45.3427871689057,2477.5818815331,41.5093617382156
"247",904,246,2499.8292682927,7620,272,1609.26657056,111.873247561,511,0.598,120.3785162478,42.2163198343396,192.830188679245,0.225660377358491,45.4258551878491,2506.0487804878,42.3166104398113
"248",905,247,2577.5365853659,7740,240,1618.0843936205,120.1832985366,488,0.442,122.3581562486,45.3521881270189,184.150943396226,0.166792452830189,46.1728891504151,2522.18118466899,42.8996740122264
"249",906,248,2589.243902439,7880,236,1640.6685646481,121.7915121951,568,0.413,131.1010693828,45.9590612056981,214.339622641509,0.155849056603774,49.4721016538868,2527.05226480837,42.8636773913585
"250",907,249,2556.0243902439,7670,225,1670.7030479383,118.1481707317,659,0.353,141.4028647775,44.5842153704528,248.679245283019,0.133207547169811,53.359571614151,2530.9268292683,42.2734736572183
"251",908,250,2504.0731707317,7990,200,1660.6197696981,109.2074634146,644,0.238,136.2109270815,41.2103635526792,243.018867924528,0.089811320754717,51.4003498420755,2532.6968641115,41.299566419035
"252",909,251,2493.5365853659,7910,186,1631.5978686178,105.311,715,0.193,127.841517568,39.74,269.811320754717,0.0728301886792453,48.2420821011321,2529.22299651567,39.7259838274879
"253",910,252,2496.243902439,7500,299,1609.807686969,97.6582439024,599,0.362,107.9488103973,36.8521675103396,226.037735849057,0.136603773584906,40.7354001499245,2529.76306620209,38.1391650778976
"254",911,253,2512.2195121951,7090,385,1538.6188857575,93.8072682927,458,2.89,87.7482538513,35.3989691670566,172.830188679245,1.09056603773585,33.1125486231321,2534.48780487804,36.4399171652022
"255",912,254,2553.2195121951,6680,454,1564.7838111413,90.9933414634,292,2.88,78.0954169544,34.3371099861887,110.188679245283,1.08679245283019,29.4699686620377,2539.66550522647,34.860487541903
"256",913,255,2593.0243902439,6870,731,1629.1609111412,92.3560243902,307,5.65,82.6243016181,34.851329958566,115.849056603774,2.13207547169811,31.1789817426793,2540.89547038326,33.425343659186
"257",914,256,2589.0975609756,7240,491,1648.9671131481,86.6271219512,318,5.61,77.2043419466,32.6894799815849,120,2.11698113207547,29.1337139421132,2541.15679442507,32.2997023732776
"258",915,257,2540.3170731707,7580,419,1639.7776897956,79.9090439024,261,4.96,69.081947804,30.1543561895849,98.4905660377358,1.87169811320755,26.0686595486792,2543.62717770034,31.5350358293261
"259",916,258,2502.1463414634,7390,348,1622.2453661665,78.6890809756,261,3.42432,66.3058619183,29.6939928209811,98.4905660377358,1.29219622641509,25.0210799691698,2544.05574912891,31.2044644270512
"260",917,259,2498.0731707317,7200,272,1650.6817892956,76.7775980488,300,2.08352,70.32444282,28.9726785089811,113.207547169811,0.786233962264151,26.5375255924528,2537.48432055749,30.8084449148571
"261",918,260,2529.512195122,7220,211,1709.6832326772,79.6227039024,303,1.32086,74.0660505598,30.0463033593962,114.339622641509,0.498437735849057,27.949453041434,2525.8362369338,30.4475700216873
"262",919,261,2556.2195121951,7140,176,1767.2558602562,84.8612419512,345,0.86592,85.1833919906,32.0231101702642,130.188679245283,0.326762264150943,32.1446762228679,2522.59233449479,30.3984505896981
"263",920,262,2547.0243902439,7180,144,1801.289072967,85.009862439,356,0.42336,86.4855536131,32.0791933732076,134.339622641509,0.159758490566038,32.6360579672075,2524.2055749129,30.3570428058598
"264",921,263,2507.5609756098,7020,116,1798.837097249,79.9328926829,286,0.2146,80.5331732819,30.1633557293962,107.924528301887,0.0809811320754717,30.3898767101509,2524.31010452963,30.3157813082588
"265",922,264,2517.6097560976,6830,108,1764.5321458966,78.997878439,271,0.092016,79.1769359194,29.8105201656604,102.264150943396,0.0347230188679245,29.8780890261887,2512.32473867596,29.9187120504852
"266",923,265,2513.4390243902,6750,111,1744.8299351052,77.9209665854,250,0.14763,76.0064447861,29.4041383341132,94.3396226415094,0.0557094339622642,28.6816772777736,2501.31324041811,29.1017531812453
"267",924,266,2498.8048780488,6670,104,1768.5990673343,76.0121972683,250,0.075088,74.1951251966,28.6838480257736,94.3396226415094,0.0283350943396226,27.9981604515472,2503.42508710801,28.4682588942156
"268",925,267,2445.6146341463,6450,71.2,1738.2579062902,72.2570691707,237,0.055836,70.9444061693,27.2668185549811,89.4339622641509,0.0210701886792453,26.7714740261509,2517.63588850174,28.1505308084906
"269",926,268,2479.1390243902,6800,41.7,1748.4893872824,69.7066549268,224,0.051852,65.7987359265,26.3043980855849,84.5283018867924,0.0195667924528302,24.8297116703774,2526.34459930313,27.8134250429272
"270",927,269,2561.8073170732,7470,30.1,1828.8695694869,73.2585434146,198,0.043,64.3438194018,27.644733364,74.7169811320755,0.0162264150943396,24.280686566717,2528.23567944251,27.3135621200431
"271",928,270,2607.0365853659,7400,20.7,1824.7378446994,74.0390366927,208,0.006,61.3215920231,27.9392591293208,78.4905660377358,0.00226415094339623,23.1402234049434,2537.48609756099,27.095798280717
"272",929,271,2578.5707317073,7120,15.9,1769.0753043955,72.7445664878,191,0.002,58.6608400473,27.450779806717,72.0754716981132,0.000754716981132075,22.1361660555849,2559.2892334495,27.1442691715202
"273",930,272,2526.6765853659,6880,8.74,1745.2282382193,68.6485093659,193,0.001,56.3129547908,25.9050978739245,72.8301886792453,0.000377358490566038,21.2501716191698,2564.06379790944,26.9624824605876
"274",1001,273,2563.5578048781,6620,0.87,1722.3627258791,71.9726780488,246,0,62.783654924,27.1595011504906,92.8301886792453,0,23.6919452543396,2540.08574912896,26.1988469336658
"275",1002,274,2598.2365853659,6410,0.7,1675.143158025,73.1562041951,256,0,61.2571151157,27.6061147906038,96.6037735849057,0,23.1158924964906,2499.28331010456,25.2175249674555
"276",1003,275,2512.5609756098,6910,0,1648.7076954206,66.334511439,193,0,51.0542398315,25.0318911090566,72.8301886792453,0,19.2657508798113,2460.09515679446,24.1820505344798
"277",1004,276,2393.9609756098,6870,0,1632.2292125921,59.0931043902,203,0,49.565053302,22.2992846755472,76.6037735849057,0,18.7037936988679,2431.28003484323,23.4166767352507
"278",1005,277,2321.4195121951,6900,0,1631.9993307627,55.8355142195,208,0,48.3827064961,21.0700053658491,78.4905660377358,0,18.2576250928679,2399.21393728224,22.4849284700485
"279",1006,278,2304.2536585366,6750,0,1621.9713308344,53.5365157561,207,0,47.3138115,20.2024587758868,78.1132075471698,0,17.854268490566,2359.17421602789,21.5103195891105
"280",1007,279,2324.9707317073,6640,0,1601.9873891894,54.4508253902,186,0,45.7330443893,20.5474812793208,70.188679245283,0,17.2577525997358,2337.1362369338,20.8558435533477
"281",1008,280,2339.0951219512,7190,0,1593.161435786,54.6887477293,167,0,43.2199814188,20.6372632940755,63.0188679245283,0,16.3094269504906,2331.79163763066,20.7403490868464
"282",1009,281,2317.9585365854,6900,0,1642.9088138079,55.0772094537,164,0,48.0006263603,20.7838526240377,61.8867924528302,0,18.1134439095472,2336.60142857143,20.677097413876
"283",1010,282,2358.2951219512,6450,0,1674.5782606303,54.1939809756,190,0,47.7241589109,20.450558858717,71.6981132075472,0,18.0091165701509,2339.63923344947,20.6101011476873
"284",1011,283,2356.5487804878,6210,0,1677.2063586694,56.9506820366,179,0,50.4909365429,21.4908234100377,67.5471698113208,0,19.0531836010943,2334.6056097561,20.5854289386307
"285",1012,284,2355.0880487805,6160,0,1677.2205569799,54.6621956859,173,0,48.4586970019,20.6272436550566,65.2830188679245,0,18.286300755434,2320.75341463416,20.4935031343288
"286",1013,285,2325.5182926829,5930,0,1614.8291989308,52.2937350183,162,0,46.3842479153,19.733484912566,61.1320754716981,0,17.5034897793585,2306.36466898956,20.2354522952345
"287",1014,286,2289.7353658537,5730,0,1582.5541607732,53.9931559122,186,0,50.1359109312,20.3747758159245,70.188679245283,0,18.9192116721509,2282.91860627179,20.0148089799515
"288",1015,287,2242.1297560976,6020,0,1553.5000599622,52.9835240595,241,0,51.8165259993,19.9937826639623,90.9433962264151,0,19.5534060374717,2261.18048780489,19.6499538124798
"289",1016,288,2217.2373170732,6640,0,1555.6851447498,50.2903663885,260,0,50.5397883316,18.9774967503774,98.1132075471698,0,19.0716182383396,2239.50658536586,19.3539352270836
"290",1017,289,2194.1726829268,6670,4.08,1544.5542672872,50.1010474771,259,0.00094656,49.4564830954,18.9060556517358,97.7358490566038,0.000357192452830189,18.6628238095849,2214.91362369339,19.1232313318491
"291",1018,290,2204.3819512195,6330,3.56,1549.7453663606,50.18261868,237,0.00061588,50.9551988011,18.9368372377358,89.4339622641509,0.000232407547169811,19.2283769060755,2195.25717770034,18.7996915259191
"292",1019,291,2203.3707317073,5610,3.2,1507.3941041154,49.1710509268,197.578,0.001088,48.3361959353,18.555113557283,74.5577358490566,0.000410566037735849,18.2400739378491,2181.90860627177,18.521505195186
"293",1020,292,2153.3675609756,5600,3.07,1444.902526693,48.0141777617,147,0.00088723,44.5962844238,18.1185576459245,55.4716981132075,0.000334803773584906,16.8287865750189,2165.37644599303,18.2620429153531
"294",1021,293,2152.1402439024,5680,2.75,1463.9571864991,47.9914925122,225.72,0.000693,47.119163284,18.1099971744151,85.177358490566,0.000261509433962264,17.7808163335849,2156.62006968641,18.0135319804205
"295",1022,294,2148.6897560976,5700,2.28,1518.1582658941,47.8231676244,253.48,0.0006726,50.6909641074,18.0464783488302,95.6528301886792,0.000253811320754717,19.1286657009057,2146.46097560976,17.6893677073531
"296",1023,295,2101.512195122,5700,19,1550.1662349882,45.4773410976,253.48,0.005985,50.0279238264,17.1612607915472,95.6528301886792,0.00225849056603774,18.878461821283,2134.30696864111,17.4008554096765
"297",1024,296,2132.8780487805,5700,105,1517.8957341518,45.4911696341,193.56,0.046515,45.0989624591,17.1664791072075,73.0415094339623,0.0175528301886792,17.0184763996604,2124.88860627177,17.0747461621186
"298",1025,297,2133.2682926829,5930,156,1493.7411761144,44.1693714146,213.42,0.119808,46.2068262917,16.6676873262642,80.5358490566038,0.0452105660377358,17.436538223283,2112.78843205574,16.6887118540539
"299",1026,298,2118.2926829268,6100,356,1477.0315542314,43.8191478049,181.48,0.96976,44.9115212044,16.5355274735472,68.4830188679245,0.365947169811321,16.947743850717,2096.4006968641,16.2740982552129
