timestep,time,crateridx,diameter,ref_elev,location_x,location_y,p_SLR,p_f_bedload,p_crater_accumulation_duration,p_crater_accumulation_number,p_crater_size,log_ID,distance_inlet,interbedded,rim_frac,ejecta_frac,rim_frac_sfc,rim_degree_cov,rim_degree_consec,rim_degree_consec_aboveref,rim_degree_consec_top
64,682666.7,110,10.5,-6.0,4270.0,2290.0,1e-08,0.5,100.0,200.0,-1.0,0,2794.315658618403,False,0.0,,0.0,,0.0,0.0,
64,682666.7,111,13.2,-6.0,9970.0,450.0,1e-08,0.5,100.0,200.0,-1.0,0,4007.118665575054,False,0.875,,0.25,,315.0,360.0,
65,693333.3,112,10.2,-5.9,7070.0,190.0,1e-08,0.5,100.0,200.0,-1.0,0,1095.536398299938,False,0.375,,0.0,,135.0,0.0,
65,693333.3,113,22.0,-6.0,7010.0,3470.0,1e-08,0.5,100.0,200.0,-1.0,0,3543.021309560528,False,0.875,0.8571428571428571,0.0,,315.0,360.0,
66,704000.0,114,12.2,-6.0,9450.0,350.0,1e-08,0.5,100.0,200.0,-1.0,0,3480.4884714648892,False,0.875,,0.125,,315.0,360.0,
66,704000.0,115,10.0,-6.0,6370.0,4890.0,1e-08,0.5,100.0,200.0,-1.0,0,4825.784910250352,False,0.875,,0.0,,315.0,360.0,
67,714666.7,116,10.6,-6.0,2870.0,2890.0,1e-08,0.5,100.0,200.0,-1.0,0,4191.443665373543,False,1.0,,0.0,,360.0,360.0,
67,714666.7,117,16.0,-6.0,1570.0,5070.0,1e-08,0.5,100.0,200.0,-1.0,0,6659.4444212711915,False,1.0,1.0,0.125,,360.0,360.0,
67,714666.7,118,14.8,-6.0,8030.0,3850.0,1e-08,0.5,100.0,200.0,-1.0,0,4291.316814219151,False,1.0,0.75,0.0,,360.0,360.0,
68,725333.3,119,10.0,-6.0,7590.0,1350.0,1e-08,0.5,100.0,200.0,-1.0,0,2050.609665440988,False,0.0,,0.0,,0.0,0.0,
68,725333.3,120,15.6,-6.0,2970.0,2230.0,1e-08,0.5,100.0,200.0,-1.0,0,3698.9998648283295,False,0.875,1.0,0.0,,315.0,360.0,
68,725333.3,121,18.2,-5.4,8410.0,110.0,1e-08,0.5,100.0,200.0,-1.0,0,2430.1851781294363,False,0.875,1.0,0.125,,315.0,360.0,
69,736000.0,122,13.7,-6.0,170.0,5190.0,1e-08,0.5,100.0,200.0,-1.0,0,7737.454361739396,False,0.625,0.5,0.0,,180.0,240.0,
69,736000.0,123,12.1,-5.4,7270.0,110.0,1e-08,0.5,100.0,200.0,-1.0,0,1290.348790056394,False,0.0,,0.0,,0.0,0.0,
70,746666.7,124,13.4,-6.0,4730.0,3070.0,1e-08,0.5,100.0,200.0,-1.0,0,3240.7715130814145,False,0.75,0.0,0.0,,135.0,360.0,
70,746666.7,125,10.5,-6.0,10750.0,2610.0,1e-08,0.5,100.0,200.0,-1.0,0,5399.42589540777,False,1.0,,0.0,,360.0,360.0,
70,746666.7,126,11.4,-6.0,2930.0,4230.0,1e-08,0.5,100.0,200.0,-1.0,0,5150.242712727236,False,1.0,,0.125,,360.0,360.0,
71,757333.3,127,11.3,-6.0,9730.0,3590.0,1e-08,0.5,100.0,200.0,-1.0,0,5136.399517171537,False,0.875,,0.0,,315.0,360.0,
71,757333.3,128,23.1,-6.0,9430.0,4850.0,1e-08,0.5,100.0,200.0,-1.0,0,5886.883725707516,False,0.875,0.9642857142857143,0.375,,315.0,360.0,
72,768000.0,129,11.5,-6.0,8310.0,3670.0,1e-08,0.5,100.0,200.0,-1.0,0,4279.836445473121,False,0.875,,0.0,,315.0,360.0,
72,768000.0,130,10.8,-6.0,590.0,2210.0,1e-08,0.5,100.0,200.0,-1.0,0,5795.601780660918,False,0.875,,0.0,,315.0,360.0,
73,778666.7,131,20.3,-6.0,7670.0,2910.0,1e-08,0.5,100.0,200.0,-1.0,0,3296.209944769902,False,0.875,0.8,0.0,,315.0,360.0,
73,778666.7,132,20.8,-6.0,9810.0,1950.0,1e-08,0.5,100.0,200.0,-1.0,0,4262.13561492358,False,0.75,0.9,0.375,,225.0,360.0,
73,778666.7,133,11.2,-6.0,10570.0,5690.0,1e-08,0.5,100.0,200.0,-1.0,0,7248.461905811467,False,0.875,,0.0,,315.0,360.0,
73,778666.7,134,11.0,-6.0,6930.0,2590.0,1e-08,0.5,100.0,200.0,-1.0,0,2683.766010664864,False,1.0,,0.0,,360.0,360.0,
73,778666.7,135,10.9,-6.0,6450.0,4370.0,1e-08,0.5,100.0,200.0,-1.0,0,4315.669125408017,False,1.0,,0.0,,360.0,360.0,
73,778666.7,136,28.2,-6.0,11330.0,3230.0,1e-08,0.5,100.0,200.0,-1.0,0,6208.461967347469,False,0.875,0.9166666666666666,0.0,,315.0,360.0,
74,789333.3,137,22.3,-6.0,10830.0,4110.0,1e-08,0.5,100.0,200.0,-1.0,0,6305.822706039236,False,0.875,0.8571428571428571,0.5,,315.0,360.0,
75,800000.0,138,20.0,-6.0,2150.0,5230.0,1e-08,0.5,100.0,200.0,-1.0,0,6418.052664165354,False,0.875,0.9375,0.5,,315.0,360.0,
76,810666.7,139,11.5,-6.0,6230.0,3630.0,1e-08,0.5,100.0,200.0,-1.0,0,3558.791929854849,False,0.125,,0.0,,0.0,0.0,
77,821333.3,140,10.1,-6.0,5710.0,4850.0,1e-08,0.5,100.0,200.0,-1.0,0,4777.6353983953195,False,1.0,,0.0,,360.0,360.0,
77,821333.3,141,10.3,-6.0,5250.0,3990.0,1e-08,0.5,100.0,200.0,-1.0,0,3977.562067397566,False,0.25,,0.0,,0.0,0.0,
77,821333.3,142,17.9,-6.0,10470.0,5210.0,1e-08,0.5,100.0,200.0,-1.0,0,6817.404198080088,False,0.75,0.8333333333333334,0.25,,225.0,360.0,
79,842666.7,143,23.0,-6.0,11830.0,4890.0,1e-08,0.5,100.0,200.0,-1.0,0,7573.546065087345,False,0.625,0.8928571428571429,0.375,,180.0,360.0,
79,842666.7,144,10.4,-6.0,570.0,3190.0,1e-08,0.5,100.0,200.0,-1.0,0,6240.208329855663,False,1.0,,0.0,,360.0,360.0,
79,842666.7,145,19.0,-6.0,5930.0,3510.0,1e-08,0.5,100.0,200.0,-1.0,0,3430.364412128834,False,0.75,0.875,0.0,,180.0,360.0,
80,853333.3,146,37.9,-6.0,4110.0,4490.0,1e-08,0.5,100.0,200.0,-1.0,0,4790.093944798995,False,1.0,0.9021739130434783,0.5,,360.0,360.0,
81,864000.0,147,13.8,-6.0,170.0,2290.0,1e-08,0.5,100.0,200.0,-1.0,0,6216.124194383507,False,0.875,1.0,0.5,,315.0,360.0,
82,874666.7,148,13.1,-6.0,3190.0,5250.0,1e-08,0.5,100.0,200.0,-1.0,0,5874.776591496906,False,0.75,,0.0,,180.0,360.0,
84,896000.0,149,15.6,-6.0,650.0,4330.0,1e-08,0.5,100.0,200.0,-1.0,0,6816.993472198723,False,0.75,0.8333333333333334,0.25,,180.0,360.0,
84,896000.0,150,31.1,-5.9,5510.0,250.0,1e-08,0.5,100.0,200.0,-1.0,0,499.799959983992,False,0.0,0.05,0.0,,0.0,0.0,
84,896000.0,151,13.0,-6.0,11050.0,650.0,1e-08,0.5,100.0,200.0,-1.0,0,5101.940807183086,False,1.0,,0.125,,360.0,360.0,
86,917333.3,152,10.2,-6.0,8510.0,1390.0,1e-08,0.5,100.0,200.0,-1.0,0,2849.0349243208657,False,0.875,,0.0,,315.0,360.0,
86,917333.3,153,11.2,-6.0,5410.0,4310.0,1e-08,0.5,100.0,200.0,-1.0,0,4268.231483881819,False,0.875,,0.0,,315.0,360.0,
87,928000.0,154,12.2,-6.0,8850.0,4490.0,1e-08,0.5,100.0,200.0,-1.0,0,5261.653732430518,False,1.0,,0.0,,360.0,360.0,
87,928000.0,155,19.4,-6.0,4030.0,450.0,1e-08,0.5,100.0,200.0,-1.0,0,1984.792180556947,False,0.875,0.625,0.0,,315.0,360.0,
